"","country","2000","2005","2010","2012","2016","2017","2001","2007","2014","2018","2003","2009","2015","2008","2011","2013","2006","1999","2004","2019","flags"
"1","Burundi",1,8,45,53.7999992370605,39.9000015258789,39.9000015258789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://public.flourish.studio/country-flags/svg/bi.svg"
"2","Democratic Republic of Congo",NA,NA,38.0999984741211,NA,NA,NA,1,5.80000019073486,55.7999992370605,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://public.flourish.studio/country-flags/svg/cd.svg"
"3","Kenya",3,NA,42.2000007629395,NA,NA,NA,NA,NA,54.2999992370605,NA,6,46.7000007629395,56.0999984741211,NA,NA,NA,NA,NA,NA,NA,"https://public.flourish.studio/country-flags/svg/ke.svg"
"4","Rwanda",5,12.6000003814697,69.5999984741211,NA,NA,68,NA,NA,NA,NA,NA,NA,67.6999969482422,56.5,69.5999984741211,74.0999984741211,NA,NA,NA,NA,"https://public.flourish.studio/country-flags/svg/rw.svg"
"5","South Sudan",NA,NA,NA,NA,NA,41.7000007629395,NA,NA,NA,NA,NA,25.2999992370605,NA,NA,NA,45.7999992370605,21,NA,NA,NA,"https://public.flourish.studio/country-flags/svg/ss.svg"
"6","Tanzania",NA,16,63.5999984741211,72,54.4000015258789,54.5999984741211,NA,NA,NA,NA,NA,NA,NA,25.7000007629395,NA,NA,NA,2,10,NA,"https://public.flourish.studio/country-flags/svg/tz.svg"
"7","Uganda",NA,NA,NA,NA,62,NA,NA,NA,NA,60.2999992370605,NA,32.7999992370605,74.3000030517578,NA,42.7999992370605,NA,9.69999980926514,NA,NA,60.2999992370605,"https://public.flourish.studio/country-flags/svg/ug.svg"
