latitude,longitude,rwi,error
10.7145865,9.6130371,-0.523,0.359
12.6939327,12.2277832,-1.031,0.344
13.2506393,6.0754395,-0.774,0.362
11.8565990,7.1740723,-0.785,0.369
12.5438394,11.8542480,-0.651,0.354
9.1129444,11.5026855,-0.127,0.412
10.4121830,12.6892090,-0.460,0.338
6.6100440,9.2834473,-0.383,0.409
9.3515125,6.6906738,-0.471,0.372
9.9580298,10.1403809,-0.238,0.363
8.7004990,3.2189941,-0.739,0.357
10.9735497,6.0754395,-0.469,0.360
8.4832384,4.6911621,-0.464,0.448
11.7490585,8.4924316,-0.521,0.413
7.8307313,4.1638184,-0.605,0.423
11.0813844,7.9211426,-0.420,0.417
10.9519780,11.5686035,-0.653,0.378
11.4907908,7.8771973,-0.443,0.383
9.6765684,9.8547363,-0.343,0.365
9.6765684,8.3386230,0.050,0.384
6.4572344,8.8439941,-0.675,0.349
12.7153674,6.5148926,-0.299,0.364
4.6640299,6.3391113,0.131,0.491
9.6765684,6.9543457,-0.339,0.376
11.1460662,10.2722168,-0.072,0.386
12.3078021,7.5915527,-0.313,0.381
7.5258726,3.6804199,-0.019,0.446
7.9395558,5.9875488,-0.534,0.411
12.3507339,9.7668457,-0.543,0.362
12.7796606,9.4152832,-0.190,0.365
12.2648633,3.8122559,-0.206,0.350
7.9613173,3.2189941,-0.591,0.343
9.7848511,8.5803223,-0.170,0.396
7.3951528,7.6794434,-0.283,0.407
5.1456567,6.4270020,-0.128,0.458
12.8867796,12.1838379,-0.617,0.367
5.1894234,7.4597168,0.634,0.460
12.7582314,7.5695801,-0.241,0.417
7.9395558,8.0749512,0.110,0.398
11.7060306,7.3278809,-0.832,0.381
6.6973426,3.0432129,-0.371,0.439
11.0166883,12.9748535,-0.693,0.333
12.5223904,10.7995605,-0.339,0.356
13.1008797,8.0749512,-0.294,0.357
11.2322862,9.2175293,-0.789,0.384
11.0382553,5.4821777,-0.168,0.374
8.1136149,10.8654785,-0.246,0.343
7.0245718,10.9094238,-0.314,0.344
8.6570568,10.9533691,-0.514,0.350
11.0813844,3.8562012,0.125,0.396
9.0044514,8.2946777,-0.031,0.448
5.2113056,7.9211426,0.385,0.407
11.9640971,5.0207520,-0.875,0.365
8.8090822,6.3171387,-0.624,0.382
12.0070844,7.7893066,-0.226,0.382
11.8565990,12.0959473,-0.422,0.362
6.6318701,3.2629395,1.447,0.509
6.3698938,6.0974121,0.045,0.428
11.3615678,8.7780762,0.247,0.382
10.6929962,4.6691895,-0.499,0.352
12.2863336,6.9543457,-0.167,0.374
11.1245072,9.3493652,-0.317,0.371
13.5071552,6.0534668,-0.391,0.383
8.8090822,9.5031738,-0.367,0.371
7.7218784,10.0085449,-0.241,0.400
9.1997151,6.0534668,-0.307,0.387
7.7001044,8.3825684,-0.555,0.402
7.0899903,6.9543457,-0.460,0.393
11.6414761,6.9543457,-0.483,0.387
8.9393399,7.3498535,-0.503,0.478
9.2430925,3.8342285,-0.667,0.363
7.4387304,9.3933105,-0.402,0.374
13.4430519,6.5148926,-0.400,0.363
12.6510579,11.4587402,-0.092,0.359
11.0382553,10.8874512,-0.337,0.386
8.4397714,10.3161621,-0.520,0.358
9.2864645,7.6354980,-0.801,0.405
11.2322862,12.8430176,-0.144,0.346
13.0580745,11.1950684,-0.836,0.425
12.6081759,12.3156738,-0.702,0.343
9.4815719,8.1848145,-0.324,0.407
9.0261526,2.8234863,-0.629,0.335
6.4790672,6.2072754,-0.215,0.452
13.7847363,5.7458496,-0.121,0.377
9.2864645,5.7238770,-0.231,0.397
10.5850215,7.6135254,-0.450,0.405
10.1311167,5.7238770,-0.198,0.357
11.7705700,9.5910645,-0.022,0.453
9.3948711,6.6247559,-0.626,0.398
6.7191648,8.8220215,-0.276,0.388
7.5476555,8.6901855,-0.310,0.365
12.2648633,10.8874512,-0.609,0.377
9.7415422,9.3273926,-0.404,0.359
11.3831090,10.6237793,-0.090,0.415
10.6714043,12.5134277,-0.379,0.342
8.6570568,9.3933105,-0.553,0.364
7.2425974,5.6579590,-1.035,0.417
12.5652867,6.7785645,-0.518,0.456
5.7581050,8.0749512,-0.200,0.419
7.0463790,4.9328613,-0.263,0.381
5.8018269,5.6799316,-0.013,0.439
11.7490585,11.8762207,-0.214,0.421
7.6129974,9.4372559,-0.118,0.351
11.8350943,5.7678223,-0.564,0.369
6.3043786,8.0969238,1.318,0.535
9.8714518,4.5153809,0.228,0.579
9.8498038,8.4704590,-0.051,0.400
11.1245072,9.9865723,-0.282,0.366
9.7848511,5.6359863,-0.648,0.371
9.3081485,11.1730957,0.339,0.435
10.8656756,9.4592285,-0.358,0.371
7.5476555,9.0856934,-0.124,0.375
12.6081759,8.3605957,-0.483,0.375
9.3515125,8.5144043,-0.273,0.412
10.7577626,4.1198730,-0.132,0.341
12.8439375,9.9426270,-0.797,0.362
10.4554016,5.9436035,-0.432,0.364
7.3515708,7.1081543,0.787,0.556
9.4165483,9.3933105,-0.158,0.374
11.5769066,13.9196777,-0.655,0.329
10.4121830,9.5910645,-0.354,0.373
4.3354564,6.5148926,-0.211,0.373
11.8781020,6.6247559,-0.473,0.449
12.2004420,5.6140137,-0.668,0.359
12.5867322,9.2395020,-0.681,0.357
11.7920798,11.0192871,-0.737,0.422
10.5850215,6.0974121,-0.122,0.364
12.6081759,11.8762207,-0.315,0.353
11.4261866,8.6682129,-0.428,0.369
6.0859354,8.6242676,-0.375,0.347
9.7848511,8.0969238,-0.296,0.364
8.7656527,8.9099121,-0.984,0.372
7.9613173,9.7009277,-0.475,0.350
10.1094859,4.6911621,-0.323,0.354
7.3733623,2.8015137,-0.553,0.342
6.7628064,6.4489746,-0.029,0.386
7.2861900,3.9221191,0.917,0.479
4.9924497,7.0861816,0.148,0.505
10.7361753,12.7770996,-0.293,0.338
9.7848511,6.2072754,-0.310,0.494
13.6566625,5.3503418,-0.412,0.386
9.2864645,12.8210449,-0.087,0.345
7.1553996,3.4167480,0.287,0.470
7.3951528,7.0202637,-0.626,0.473
13.1436775,5.4821777,-0.334,0.373
6.9591440,11.4807129,-0.092,0.340
11.2538371,5.2185059,-0.492,0.363
12.7796606,9.1955566,-0.847,0.353
9.6332456,6.4929199,-0.510,0.480
8.3528229,10.2941895,-0.438,0.355
6.3262180,5.7678223,0.508,0.480
6.9809543,8.8879395,-0.390,0.359
10.4986143,7.4816895,0.035,0.487
9.1563324,4.6032715,-0.088,0.369
11.3184804,10.4479980,-0.074,0.487
13.2078602,5.3723145,-0.241,0.381
6.7628064,5.0646973,-0.014,0.421
7.7871935,9.9645996,-0.752,0.349
12.2863336,9.2834473,-0.924,0.367
6.2388552,6.6906738,0.445,0.532
11.1460662,9.3493652,-0.279,0.369
12.4580325,13.0627441,-0.088,0.356
9.6549077,3.4387207,-0.130,0.365
9.4382242,11.3708496,-0.418,0.370
11.0813844,10.9973145,-0.588,0.358
9.1129444,8.4045410,0.163,0.435
7.1335976,8.8220215,-0.974,0.349
11.7060306,9.2175293,-0.480,0.374
11.4477230,9.8767090,-0.215,0.388
12.3078021,7.5476074,-0.603,0.371
12.0070844,10.2941895,-0.422,0.361
9.6765684,5.9216309,-0.539,0.369
9.1129444,4.1418457,-0.442,0.344
13.1436775,7.5256348,-0.911,0.361
5.9766803,5.3503418,-0.699,0.407
11.0598206,5.9216309,-0.300,0.362
9.6332456,6.6906738,-0.739,0.386
10.8009324,11.5026855,-0.571,0.353
9.7415422,11.7663574,-0.322,0.345
11.2969342,4.1638184,-0.401,0.364
5.4082108,5.3283691,0.401,0.559
8.7439361,11.2390137,-0.089,0.360
9.4815719,3.7463379,-0.719,0.348
5.9766803,6.0095215,-0.096,0.442
7.6565531,2.9992676,-0.573,0.349
9.8714518,6.2292480,-0.899,0.385
7.9830776,2.7575684,-0.535,0.333
12.1360050,9.3054199,-0.158,0.381
10.4986143,12.3156738,-0.463,0.388
7.2643942,9.9865723,0.519,0.529
10.4986143,6.7126465,-0.417,0.360
9.7848511,9.9865723,-0.545,0.378
12.8010881,7.2399902,-0.650,0.397
9.9580298,8.3825684,-0.724,0.388
7.6129974,4.4494629,0.466,0.476
8.3310827,9.4592285,-0.231,0.365
11.8565990,8.9538574,-0.027,0.436
9.6332456,10.7336426,-0.047,0.350
7.1772006,9.7668457,-0.359,0.360
8.1571180,9.5251465,-0.193,0.348
9.6549077,9.2175293,-0.483,0.371
12.7153674,7.2180176,-0.489,0.374
10.6714043,10.3601074,-0.568,0.360
6.9591440,6.7565918,-0.362,0.390
10.1527460,12.6232910,-0.471,0.365
9.3948711,7.3059082,-0.446,0.402
10.1960002,8.5583496,-0.484,0.384
6.6100440,9.0417480,-0.005,0.411
6.6100440,8.6462402,0.486,0.479
8.0701072,6.8005371,-0.175,0.432
9.9147437,12.2058105,-0.680,0.357
11.0813844,9.5910645,0.060,0.401
8.9393399,11.5026855,0.429,0.512
9.1129444,7.3278809,0.661,0.535
8.7439361,7.9431152,-0.269,0.386
5.1237722,5.8996582,-0.124,0.444
11.0813844,8.1848145,-0.509,0.383
10.7361753,12.3815918,-0.756,0.344
