country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Africa (FAO),2336400,2501840,2646180,2962790,3009270,3265500,3582570,4029510,3999910,3503960,3585780,3961550,4197040,4164770,3909120,3678240,3643000,3671990,3602040,3515690,3675970,3661790,3974740,3843050,3970700,4332330,5074140,5141440,4759340,4909160,4630190,5455210,5445810,5388350,5735250,5513410,5866090,6048960,6331240,6761930,7109430,7023970,7372710,7623380,7759480,7358570,7580630,7777560,7968850,8941410,9050710,9809510,9885260,10262060,10456630,11173020,11716990,11882520,12073550,12073550
