Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Laos,1989,4193540,1447954,0.34528202,345.28202000000005,2.3111,,626533,0.14940432,1494.0432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1990,4314442,1558061,0.3611269,361.1269,2.268,,686970,0.15922569,1592.2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1991,4437233,1292405,0.29126373,291.26373,2.1866,,591054,0.13320328,1332.0328000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1992,4561117,1561060,0.3422539,342.2539,2.6109998,,597884,0.1310828,1310.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1993,4685293,1298250,0.27709046,277.09046,2.2428,,578863,0.12354894,1235.4894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1994,4807956,1632811,0.33960605,339.60605,2.5551999,,639020,0.13290887,1329.0887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1995,4927432,1468204,0.29796535,297.96535,2.4926999,,589012,0.119537316,1195.37316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1996,5043920,1491595,0.29572138,295.72137999999995,2.5233,,591121,0.117194764,1171.94764,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1997,5150539,1738300,0.33749866,337.49866000000003,2.7191,,639295,0.124121964,1241.21964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1998,5246922,1784400,0.3400851,340.08509999999995,2.6876,,663938,0.12653857,1265.3856999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,1999,5340060,2198925,0.41177908,411.77908,2.8997998,,758307,0.14200346,1420.0346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2000,5430862,2318700,0.4269488,426.9488,3.0177,,768370,0.14148214,1414.8214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2001,5519714,2446569,0.44324198,443.24197999999996,3.0944,,790645,0.14324021,1432.4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2002,5606103,2540622,0.4531886,453.1886,3.2445,,783060,0.13967992,1396.7992000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2003,5689072,2518278,0.4426518,442.6518,3.1167,,807987,0.1420244,1420.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2004,5768170,2732500,0.47372043,473.72043,3.2614,,837820,0.14524885,1452.4885000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2005,5852969,2940560,0.50240487,502.40487,3.5772,,822020,0.14044496,1404.4496000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2006,5946597,3113650,0.523602,523.602,3.6344,,856720,0.14406896,1440.6896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2007,6041355,3398240,0.5624963,562.4962999999999,3.8372998,,885573,0.14658517,1465.8517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2008,6135863,4077685,0.66456586,664.5658599999999,4.0155,,1015485,0.16549994,1654.9994000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2009,6229933,4279186,0.6868751,686.8751,4.1700997,,1026161,0.16471462,1647.1462000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2010,6323425,4091515,0.64704096,647.04096,3.8314998,,1067859,0.16887352,1688.7352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2011,6416331,4161995,0.64865655,648.65655,4.0432997,,1029355,0.16042735,1604.2735,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2012,6508806,4614695,0.70899254,708.99254,4.0817,,1130582,0.17370036,1737.0036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2013,6600736,4628645,0.70123166,701.23166,4.1956,,1103220,0.16713591,1671.3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2014,6691467,5414864.5,0.80921936,809.21936,4.5078,,1201221,0.17951535,1795.1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2015,6787420,5618250,0.82774454,827.74454,4.6082,,1219177,0.17962304,1796.2304000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2016,6891366,5701160,0.82729024,827.2902399999999,4.6267,,1232237,0.17880882,1788.0882000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2017,6997925,5232304,0.74769366,747.69366,4.4976997,,1163324,0.16623843,1662.3843,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2018,7105008,4566380,0.64269876,642.69876,4.5042,,1013794,0.14268725,1426.8725,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2019,7212058,4328125,0.6001234,600.1234,4.3176,,1002440,0.138995,1389.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2020,7319397,4203100,0.5742413,574.2412999999999,4.0143,,1047023,0.14304772,1430.4771999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laos,2021,7425055,4920000,0.6626214,662.6214,4.3922,,1120180,0.15086487,1508.6487000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,1992,2662885,1143400,0.42938393,429.38393,1.6412,,696700,0.26163352,2616.3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,1993,2638889,1230700,0.4663705,466.3705,1.7744,,693600,0.2628379,2628.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,1994,2606464,896100,0.3437991,343.7991,1.8427,,486300,0.18657461,1865.7461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,1995,2570150,689040,0.2680933,268.0933,1.6869999,,408450,0.15892069,1589.2069000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,1996,2534288,960800,0.3791203,379.12030000000004,2.1533,,446200,0.17606524,1760.6524000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,1997,2498881,1035200,0.41426542,414.26542,2.1441998,,482800,0.19320647,1932.0647,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,1998,2462333,958900,0.38942742,389.42742000000004,2.0577,,466000,0.18925141,1892.5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,1999,2426357,783400,0.32287088,322.87088,1.885,,415600,0.1712856,1712.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2000,2392536,923624,0.38604394,386.04393999999996,2.199,,420021,0.17555472,1755.5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2001,2359255,928000,0.39334452,393.34452,2.0915,,443700,0.18806784,1880.6783999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2002,2326150,1028500,0.4421469,442.1469,2.4782999,,415000,0.17840637,1784.0637000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2003,2294342,932400,0.40639102,406.39101999999997,2.1759999,,428500,0.1867638,1867.6380000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2004,2263453,1059500,0.46809012,468.09012,2.4262,,436700,0.1929353,1929.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2005,2233165,1314300,0.5885369,588.5369000000001,2.8028998,,468900,0.20997106,2099.7106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2006,2203917,1158700,0.52574575,525.74575,2.264,,511800,0.2322229,2322.2290000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2007,2176059,1535200,0.7054956,705.4956,2.9415998,,521900,0.23983724,2398.3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2008,2150411,1689400,0.78561723,785.6172300000001,3.1044,,544200,0.2530679,2530.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2009,2126268,1663100,0.78216857,782.1685699999999,3.0753,,540800,0.25434235,2543.4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2010,2101537,1435500,0.6830715,683.0715,2.7754998,,517200,0.24610558,2461.0558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2011,2076974,1412000,0.6798352,679.8352,2.738,,515700,0.2482939,2482.9390000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2012,2053635,2124500,1.0345072,1034.5072,3.7675,,563900,0.2745863,2745.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2013,2031491,1948700,0.9592462,959.2462,3.3737998,,577600,0.2843232,2843.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2014,2011040,2227200,1.1074867,1107.4867,3.4865,,638800,0.3176466,3176.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2015,1991951,3021500,1.5168545,1516.8545,4.5130997,,669500,0.33610263,3361.0263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2016,1973477,2703200,1.3697652,1369.7652,3.8284,,706100,0.3577949,3577.949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2017,1954861,2692500,1.3773358,1377.3358,4.2502,,633500,0.32406396,3240.6396,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2018,1935632,2057300,1.062857,1062.857,3.0263,,679800,0.3512031,3512.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2019,1916552,3163200,1.6504639,1650.4639000000002,4.3101,,733900,0.38292727,3829.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2020,1897057,3497100,1.8434343,1843.4343,4.6628,,750000,0.3953492,3953.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Latvia,2021,1873926,2994600,1.5980353,1598.0353,3.9002,,767800,0.40972802,4097.2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1961,226815680,52279630,,,1.0725,,48744304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1962,232209280,52341228,,,1.0366,,50490960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1963,237805280,56028420,,,1.0873,,51530508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1964,243647440,57588304,,,1.1061,,52064848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1965,249763340,56670292,,,1.0749,,52722396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1966,256176300,53752850,,,1.0246,,52464172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1967,262857020,60224970,,,1.104,,54553904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1968,269727600,59452188,,,1.1212,,53023484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1969,276654880,62610330,,,1.1409999,,54874152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1970,283563840,61588230,,,1.1176,,55107904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1971,290428350,59356704,,,1.0877,,54572088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1972,297293470,57541096,,,1.0581,,54379436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1973,304198460,61090532,,,1.1472,,53252208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1974,311227800,61515320,,,1.1342,,54237712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1975,318435170,66150148,,,1.208,,54757884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1976,325834500,66703936,,,1.1983,,55663936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1977,333433250,67481150,,,1.198,,56328956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1978,341300740,69693400,,,1.2308999,,56620840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1979,349541400,67482850,,,1.2366999,,54568304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1980,358207700,75762430,,,1.3253,,57165772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1981,367353120,77942940,,,1.3302,,58596792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1982,376951580,76003890,,,1.3185999,,57641672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1983,386963200,79390550,,,1.3665,,58098124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1984,397267550,76099770,,,1.3223,,57552484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1985,407806850,83018980,,,1.3274,,62544040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1986,418550100,83689930,,,1.3183,,63482876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1987,429516800,81457740,,,1.3439,,60614788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1988,440799070,89190424,,,1.3291,,67108036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1989,452516200,91591770,,,1.3883,,65972216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1990,464735230,89030670,,,1.3795999,,64532808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1991,477483780,91726824,,,1.3758,,66669852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1992,490704640,90858150,,,1.3057,,69585976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1993,497908000,96074456,,,1.3974,,68750944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1994,511710000,95165120,,,1.2742,,74683800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1995,525614000,100162340,,,1.3662,,73315520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1996,539575000,107978740,,,1.4304999,,75483936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1997,553612000,104261330,,,1.3635,,76463376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1998,567731000,110511336,,,1.426,,77494920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),1999,581961000,119651240,,,1.5569999,,76847560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2000,596314000,119885830,,,1.5962,,75105192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2001,610796000,126168936,,,1.5917,,79268416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2002,625398000,127944824,,,1.6085,,79544840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2003,640123000,137027100,,,1.5696,,87302944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2004,654963000,133167190,,,1.6416999,,81113224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2005,669919000,151814080,,,1.6179,,93832312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2006,684996000,159174480,,,1.7502999,,90940848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2007,700205000,166116740,,,1.806,,91982040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2008,715651000,176263400,,,1.8148999,,97122728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2009,731442000,185084050,,,1.8994,,97442000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2010,767975900,196886320,,,1.9029,,103463776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2011,786041150,192864700,,,1.8596,,103715688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2012,840829760,199435890,,,1.9828,,100581984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2013,860832830,204499860,,,1.9028,,107471552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2014,891204600,214288750,,,1.9473,,110044016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2015,912533700,208416180,,,2.0226998,,103039048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2016,934373440,214614190,,,1.9190999,,111830088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2017,956714300,222934000,,,2.0133,,110731856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2018,979487100,230597630,,,2.0381,,113145704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2019,1014437200,227233060,,,2.0744998,,109536168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2020,1037986750,235174380,,,2.1064,,111649256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least Developed Countries (FAO),2021,,234300270,,,2.1074,,111177384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1961,1853299,96500,0.05206931,52.06931,1.0675,,90400,0.048777882,487.77882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1962,1911960,106347,0.055621978,55.621978000000006,1.1631,,91435,0.047822654,478.22654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1963,1971511,84700,0.04296197,42.96197,1.1618999,,72900,0.036976714,369.76714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1964,2030450,89000,0.04383265,43.83265,0.956,,93100,0.045851905,458.51905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1965,2087452,80905,0.03875778,38.75778,0.82979995,,97500,0.04670766,467.0766,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1966,2145655,95968,0.04472667,44.726670000000006,1.0672,,89924,0.041909814,419.09813999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1967,2203210,91301,0.04143999,41.43999,1.0724,,85135,0.038641345,386.41345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1968,2262290,64882,0.02867979,28.67979,0.7466,,86904,0.038414173,384.14173000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1969,2323825,44228,0.019032415,19.032415,0.801,,55215,0.023760395,237.60395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1970,2381799,54092,0.022710565,22.710565,0.9328,,57987,0.024345882,243.45882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1971,2442141,52414,0.021462316,21.462315999999998,0.87149996,,60145,0.02462798,246.2798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1972,2505964,76416,0.030493654,30.493654,1.2221,,62528,0.024951676,249.51675999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1973,2569851,65638,0.025541559,25.541559,1.0735999,,61136,0.023789706,237.89706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1974,2632884,92444,0.035111308,35.111308,1.4165,,65261,0.024786888,247.86888,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1975,2691590,82700,0.030725334,30.725334,1.253,,66000,0.024520822,245.20822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1976,3070422,55700,0.018140828,18.140828000000003,0.96699995,,57600,0.018759636,187.59636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1977,3457617,60760,0.017572796,17.572796,1.1230999,,54100,0.015646614,156.46614,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1978,3183407,56600,0.017779693,17.779692999999998,1.0235,,55300,0.017371325,173.71325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1979,2902166,48600,0.016746113,16.746113,0.91349995,,53200,0.018331137,183.31137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1980,2963707,30450,0.010274295,10.274294999999999,1.1689,,26050,0.008789668,87.89668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1981,3027229,29575,0.00976966,9.76966,1.2615,,23445,0.0077447062,77.447062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1982,3070139,30420,0.009908346,9.908346,1.2529,,24280,0.0079084365,79.08436499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1983,3106996,27200,0.008754437,8.754437000000001,1.1284,,24105,0.007758298,77.58298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1984,3163561,25831,0.008165166,8.165166,1.1925,,21661,0.006847031,68.47031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1985,3226746,34450,0.0106763905,10.6763905,1.3389,,25730,0.007973977,79.73977000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1986,3308021,46530,0.014065811,14.065811,1.5015,,30990,0.009368138,93.68138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1987,3390870,70482,0.020785816,20.785815999999997,1.8246,,38629,0.011392062,113.92062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1988,3457153,73032,0.021124898,21.124897999999998,1.8389,,39715,0.011487776,114.87776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1989,3525517,79361,0.022510458,22.510458,1.9607999,,40474,0.011480302,114.80301999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1990,3593705,77358,0.021525973,21.525973,1.8783,,41186,0.011460596,114.60596,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1991,3666735,83213,0.02269403,22.69403,2.0249,,41094,0.011207245,112.07244999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1992,3745410,88401,0.02360249,23.60249,2.0999,,42097,0.011239624,112.39624,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1993,3818800,80905,0.021185976,21.185976,2.1546,,37550,0.009832932,98.32932000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1994,3888152,79109,0.02034617,20.34617,2.0679,,38255,0.009838864,98.38864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1995,3959642,100385,0.02535204,25.35204,2.5688999,,39077,0.009868821,98.68821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1996,4034250,93796,0.023249922,23.249921999999998,2.4496999,,38289,0.009490984,94.90983999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1997,4107559,89657,0.02182732,21.82732,1.6391,,54700,0.013316912,133.16912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1998,4178786,102843,0.024610735,24.610735000000002,1.9433,,52922,0.012664444,126.64444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,1999,4250024,93000,0.021882229,21.882229,1.7383,,53500,0.012588164,125.88164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2000,4320650,122800,0.02842165,28.42165,2.4148998,,50850,0.011769063,117.69063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2001,4389201,152950,0.03484689,34.84689,2.9117,,52529,0.011967782,119.67782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2002,4446663,140144,0.031516667,31.516666999999998,2.4675,,56796,0.012772724,127.72724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2003,4504807,145835.94,0.032373402,32.373402000000006,2.372,,61481,0.0136478655,136.478655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2004,4574799,165056.81,0.036079578,36.079578,2.7275999,,60514,0.013227685,132.27685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2005,4643052,177240,0.03817317,38.17317,2.7031,,65570,0.014122177,141.22177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2006,4719874,189400,0.04012819,40.128190000000004,2.6848,,70545,0.014946373,149.46373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2007,4809608,153370,0.031888254,31.888253999999996,2.1897,,70040,0.014562517,145.62517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2008,4887615,177000,0.036213983,36.213983,2.6877,,65855,0.013473852,134.73852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2009,4951138,146600,0.029609354,29.609354,2.6188998,,55978,0.0113060875,113.06087500000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2010,4995799,111784.67,0.022375735,22.375735000000002,2.6248999,,42586,0.008524362,85.24362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2011,5045061,158638.17,0.03144425,31.44425,2.7632,,57410,0.011379446,113.79446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2012,5178338,188629.34,0.03642662,36.42662,2.8892999,,65286,0.01260752,126.07520000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2013,5678859,178658.66,0.031460308,31.460307999999998,2.9814,,59924,0.010552119,105.52119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2014,6274345,176627.23,0.028150706,28.150706,3.386,,52164,0.008313856,83.13856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2015,6398941,180116.44,0.02814785,28.14785,3.2686,,55104,0.008611425,86.11425000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2016,6258628,181183.97,0.028949471,28.949471000000003,3.1555,,57418,0.009174216,91.74216000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2017,6109255,166851.48,0.027311265,27.311265000000002,2.8985,,57565,0.009422589,94.22589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lebanon,2018,5950842,163628.25,0.027496655,27.496654999999997,2.9666,,55157,0.009268773,92.68772999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
