Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Afghanistan,1961,8790140,3695000,0.42035735,420.35735,1.1151,,3313500,0.37695646,3769.5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1962,8969055,3696000,0.41208354,412.08354,1.079,,3425500,0.3819243,3819.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1963,9157463,3378000,0.36887947,368.87946999999997,0.98579997,,3426500,0.3741757,3741.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1964,9355510,3732000,0.3989093,398.90930000000003,1.0828,,3446500,0.36839253,3683.9253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1965,9565154,3785000,0.39570716,395.70716,1.0989,,3444500,0.3601092,3601.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1966,9783153,3489000,0.35663348,356.63348,1.0123,,3446500,0.3522893,3522.8930000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1967,10010037,3826000,0.38221636,382.21635999999995,1.2245,,3124500,0.3121367,3121.3669999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1968,10247782,3916000,0.38213146,382.13146,1.2875,,3041500,0.29679593,2967.9593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1969,10494491,4038000,0.3847733,384.7733,1.3104,,3081500,0.29363024,2936.3024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1970,10752973,3512000,0.32660735,326.60735,1.1050999,,3178000,0.29554617,2955.4617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1971,11015853,3319000,0.30129305,301.29305,0.9762,,3400000,0.30864608,3086.4608,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1972,11286753,3950000,0.34996778,349.96778,1.0069,,3923100,0.34758446,3475.8446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1973,11575308,4270000,0.36888868,368.88868,1.2796,,3337000,0.28828606,2882.8606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1974,11869881,4351000,0.36655802,366.55802,1.3018999,,3342000,0.28155294,2815.5294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1975,12157390,4481000,0.3685824,368.58239999999995,1.3163999,,3404000,0.2799943,2799.9429999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1976,12425276,4624000,0.37214464,372.14464000000004,1.3623999,,3394000,0.2731529,2731.5289999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1977,12687308,4147000,0.3268621,326.8621,1.224,,3388000,0.26703852,2670.3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1978,12938864,4382000,0.3386696,338.6696,1.2918999,,3392000,0.26215595,2621.5595000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1979,12986378,4214000,0.32449386,324.49386000000004,1.3237,,3183500,0.24514149,2451.4148999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1980,12486640,4072000,0.32610855,326.10855,1.349,,3018500,0.24173836,2417.3836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1981,11155196,3893000,0.34898534,348.98533999999995,1.3383,,2909000,0.26077533,2607.7533000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1982,10088290,3724000,0.36914086,369.14086000000003,1.3302,,2799500,0.27749994,2774.9994,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1983,9951447,3591000,0.36085203,360.85203,1.3556,,2649000,0.26619244,2661.9244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1984,10243689,3418000,0.33366886,333.66886,1.3341,,2562000,0.2501052,2501.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1985,10512220,3242000,0.308403,308.40299999999996,1.3317,,2434500,0.23158762,2315.8762,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1986,10448447,3084000,0.29516348,295.16348,1.314,,2347000,0.22462669,2246.2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1987,10322767,3394000,0.3287878,328.7878,1.3598,,2496000,0.24179563,2417.9563000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1988,10383459,2997000,0.28863215,288.63214999999997,1.2857,,2331000,0.22449167,2244.9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1989,10673172,2834000,0.26552555,265.52555,1.2376,,2290000,0.21455665,2145.5665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1990,10694804,2705000,0.25292656,252.92656000000002,1.2006,,2253000,0.21066305,2106.6304999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1991,10745168,2721302.2,0.25325823,253.25822999999997,1.1603999,,2345071,0.21824424,2182.4424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1992,12057436,2470000,0.20485283,204.85283,1.0978,,2250000,0.18660684,1866.0683999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1993,14003764,2981774,0.21292661,212.92660999999998,1.1329,,2631882,0.18794104,1879.4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1994,15455560,3144000,0.20342194,203.42194,1.1403999,,2757000,0.17838241,1783.8240999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1995,16418911,3242179.2,0.19746615,197.46615,1.2145,,2669450,0.16258386,1625.8386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1996,17106600,3241914.8,0.1895125,189.5125,1.2044,,2691670,0.15734687,1573.4687,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1997,17788818,3682722.5,0.20702457,207.02456999999998,1.3488,,2730401,0.15348974,1534.8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1998,18493134,3875506,0.20956458,209.56458,1.388,,2792105,0.15098062,1509.8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,1999,19262854,3256395.8,0.16905053,169.05053,1.2857,,2532871,0.13148992,1314.8992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2000,19542986,1940000,0.099268354,99.268354,0.8063,,2406000,0.12311322,1231.1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2001,19688634,2108000,0.10706685,107.06685,1.0066999,,2094000,0.10635578,1063.5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2002,21000258,3737000,0.17795019,177.95019000000002,1.6697999,,2238000,0.10657012,1065.7012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2003,22645136,4381000,0.19346318,193.46318000000002,1.458,,3004700,0.13268633,1326.8633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2004,23553554,3560000,0.15114492,151.14491999999998,1.3348,,2667000,0.113231316,1132.31316,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2005,24411196,5425000,0.2222341,222.23409999999998,1.7903999,,3030000,0.12412337,1241.2337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2006,25442946,4638000,0.18229021,182.29021,1.5517,,2989000,0.117478535,1174.7853499999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2007,25903306,5786000,0.22336917,223.36917,1.9152999,,3021000,0.11662604,1166.2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2008,26427204,3950000,0.1494672,149.4672,1.4554,,2714000,0.10269721,1026.9721,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2009,27385310,6514000,0.23786475,237.86475000000002,2.0407,,3192000,0.11655884,1165.5883999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2010,28189672,5957000,0.21131852,211.31852,2.0111,,2962000,0.105073944,1050.73944,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2011,29249156,4681020,0.16003948,160.03948000000003,1.6599,,2820000,0.09641304,964.1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2012,30466484,6379000,0.20937762,209.37761999999998,2.0296,,3143000,0.10316254,1031.6254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2013,31541216,6520329,0.20672408,206.72408000000001,2.0485,,3182922,0.1009131,1009.1310000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2014,32716214,6748023.5,0.20625931,206.25931,2.0175,,3344733,0.10223472,1022.3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2015,33753500,5808288,0.17207958,172.07958000000002,2.1322,,2724070,0.080704816,807.0481599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2016,34636212,5532695.5,0.15973732,159.73731999999998,1.9804,,2793694,0.08065818,806.5817999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2017,35643420,4892954,0.1372751,137.2751,2.0225,,2419213,0.067872636,678.72636,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2018,36686788,4133051.8,0.11265777,112.65777,2.162,,1911652,0.052107368,521.07368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2019,37769496,5583461,0.1478299,147.82989999999998,2.1134,,2641911,0.06994827,699.4827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2020,38972236,6025977,0.1546223,154.6223,1.9799,,3043589,0.07809634,780.9634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,2021,40099460,4663881,0.116307825,116.30782500000001,2.1547,,2164537,0.053979207,539.79207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1961,291178000,44627880,0.15985493,159.85493,0.8067794,,55316088,0.19813958,1981.3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1962,298334460,51477696,0.1799841,179.9841,0.91425467,,56305640,0.19686428,1968.6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1963,305755600,52776070,0.18006141,180.06141,0.9000139,,58639176,0.20006515,2000.6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1964,313466080,49853770,0.16593036,165.93036,0.85740155,,58145180,0.193527,1935.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1965,321447400,50560870,0.16413091,164.13091,0.84775984,,59640560,0.19360542,1936.0542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1966,329658400,47456444,0.15022591,150.22591,0.8237216,,57612240,0.18237463,1823.7463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1967,338159970,58930796,0.18186322,181.86321999999998,0.9626515,,61217168,0.18891907,1889.1906999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1968,346980400,56764024,0.170729,170.72899999999998,0.92328966,,61480192,0.18491378,1849.1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1969,356070660,57890784,0.1696761,169.6761,0.8779289,,65940176,0.19326861,1932.6861000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1970,365450430,58332960,0.16658494,166.58494,0.9161428,,63672344,0.18183294,1818.3294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1971,375086300,63422656,0.17647922,176.47922,0.9961995,,63664612,0.1771525,1771.5249999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1972,384930780,62846590,0.17042725,170.42725000000002,1.025844,,61263304,0.16613369,1661.3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1973,395212400,55313856,0.14612277,146.12277,0.8847489,,62519272,0.16515733,1651.5733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1974,406069220,68925050,0.17726548,177.26548,1.1013758,,62580860,0.16094913,1609.4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1975,417557000,66053660,0.16526918,165.26917999999998,1.1077846,,59626808,0.14918892,1491.8892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1976,429573250,67291200,0.16371891,163.71891,1.0560306,,63720876,0.15503234,1550.3234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1977,441701760,63658880,0.15070164,150.70164,1.061389,,59976960,0.14198531,1419.8531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1978,454463040,66323230,0.15267657,152.67657,1.1205473,,59188248,0.13625179,1362.5179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1979,467976260,63914370,0.14295053,142.95053,1.09307,,58472348,0.13077894,1307.7894000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1980,481543140,69906860,0.15202759,152.02759,1.1668485,,59910832,0.13028906,1302.8906000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1981,495655680,73489160,0.15523463,155.23463,1.2869895,,57101600,0.12061842,1206.1842000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1982,510540600,69597350,0.14278328,142.78328000000002,1.2185166,,57116464,0.11717796,1171.7796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1983,525335360,63241760,0.1261082,126.10820000000001,1.0727396,,58953504,0.11755714,1175.5714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1984,540183100,64570064,0.12519087,125.19087,1.0534949,,61291292,0.11883386,1188.3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1985,555653000,79189784,0.14920147,149.20147,1.2064761,,65637256,0.12366716,1236.6716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1986,571646800,84781430,0.15520939,155.20939,1.2128069,,69905136,0.12797534,1279.7533999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1987,588080000,82159100,0.14613159,146.13159000000002,1.1612794,,70748776,0.12583672,1258.3672000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1988,604511550,90743020,0.15686299,156.86299,1.2718884,,71345112,0.12333078,1233.3078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1989,621167940,97374650,0.16366664,163.66664,1.2973427,,75056992,0.12615529,1261.5529000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1990,638157600,91706190,0.1499689,149.9689,1.2165843,,75380056,0.12327046,1232.7046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1991,655040900,100222900,0.15962219,159.62219,1.2857738,,77947536,0.12414485,1241.4485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1992,671931840,84342696,0.13090186,130.90186,1.0840415,,77803936,0.12075355,1207.5355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1993,689140300,97349440,0.14726423,147.26423,1.2435068,,78286224,0.11842656,1184.2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1994,706488600,104518710,0.15422486,154.22485999999998,1.2798976,,81661776,0.12049781,1204.9781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1995,724331970,94910920,0.13660884,136.60884000000001,1.1819363,,80301216,0.11558055,1155.8055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1996,742765060,119172650,0.16727126,167.27126,1.3956038,,85391456,0.11985583,1198.5583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1997,761224800,105236120,0.14413513,144.13513,1.2934343,,81361784,0.111436,1114.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1998,779908300,109776184,0.1467448,146.7448,1.2982584,,84556496,0.11303204,1130.3204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,1999,799099600,110652500,0.14436726,144.36726,1.3443445,,82309632,0.107388586,1073.8858599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2000,818952400,107885860,0.13737498,137.37498,1.3257581,,81376728,0.10361995,1036.1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2001,839464100,111078720,0.13800889,138.00889,1.3619789,,81556856,0.101329684,1013.2968400000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2002,860611800,115504330,0.1399979,139.99790000000002,1.3914446,,83010368,0.10061335,1006.1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2003,882349600,126318584,0.14934821,149.34821000000002,1.3953859,,90525920,0.10703005,1070.3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2004,904781600,130057870,0.14997323,149.97323,1.4428678,,90138456,0.103941076,1039.41076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2005,927898430,135562860,0.15245269,152.45269,1.4347504,,94485328,0.1062573,1062.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2006,951740540,143872060,0.15778291,157.78291,1.5216801,,94548160,0.10368993,1036.8993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2007,976461760,133909150,0.14331251,143.31251,1.4193747,,94343768,0.10096877,1009.6877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2008,1001981600,150477010,0.15698491,156.98491,1.5369501,,97906248,0.10214054,1021.4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2009,1028200500,154752620,0.15736558,157.36558,1.63339,,94743224,0.09634293,963.4292999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2010,1055233700,164693730,0.16321309,163.21309,1.5944204,,103293792,0.10236515,1023.6515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2011,1082676100,159266480,0.15384702,153.84702000000001,1.5588787,,102167328,0.09869082,986.9082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2012,1110797400,173509950,0.15660712,156.60711999999998,1.5728515,,110315536,0.09956892,995.6892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2013,1140180900,178602740,0.1570501,157.0501,1.5235692,,117226528,0.103080384,1030.80384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2014,1170299300,191091040,0.16370793,163.70793,1.5911418,,120096800,0.10288708,1028.8708000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2015,1201108200,186439100,0.15562627,155.62627,1.6247338,,114750552,0.0957857,957.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2016,1232111900,188109550,0.15306969,153.06969,1.5289258,,123033800,0.10011584,1001.1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2017,1263334000,206708380,0.1640474,164.0474,1.6556456,,124850624,0.099083655,990.8365500000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2018,1295265300,209349490,0.16204795,162.04795,1.6654693,,125700000,0.097298674,972.98674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2019,1327701400,202337340,0.15279396,152.79396,1.6629382,,121674600,0.091881916,918.8191599999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2020,1360677500,210540200,0.15513396,155.13395999999997,1.7091625,,123183256,0.090766065,907.66065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa,2021,1393676700,216016600,0.1553984,155.39839999999998,1.750072,,123432984,0.08879543,887.9543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1961,270510700,46310720,,,0.8102,,57159092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1962,277177280,53093044,,,0.91069996,,58296888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1963,284055300,54568630,,,0.8993,,60681836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1964,291157440,51412170,,,0.85499996,,60133912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1965,298478340,51977920,,,0.8429,,61668432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1966,306022270,48640816,,,0.8165,,59568960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1967,313800030,61377336,,,0.96029997,,63911456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1968,321824640,58003430,,,0.9158,,63334340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1969,330113900,59891790,,,0.8752,,68433184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1970,338682850,60470360,,,0.90749997,,66636176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1971,347551330,65638656,,,0.98569995,,66593408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1972,356727460,64642590,,,1.0064,,64233268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1973,366190460,57484856,,,0.8695,,66112556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1974,375910820,71407250,,,1.0775,,66273896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1975,385868160,68910850,,,1.0809,,63751888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1976,396051500,70656200,,,1.0382999,,68052528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1977,406487260,66585880,,,1.0325,,64487776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1978,417267740,69595230,,,1.0921999,,63717548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1979,428541400,65900370,,,1.0608,,62123128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1980,440387700,72607864,,,1.1309,,64201284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1981,452847140,77594160,,,1.2415,,62502536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1982,465865600,71883350,,,1.1617,,61876176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1983,479365200,65766260,,,1.0266,,64062684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1984,493208580,66018064,,,0.99609995,,66278312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1985,507294850,83302680,,,1.1414,,72984600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1986,521607140,88580030,,,1.156,,76624088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1987,536142820,83858300,,,1.1121,,75407056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1988,550874050,95875224,,,1.2057999,,79513856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1989,565780160,99438140,,,1.2330999,,80643552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1990,580821250,93435200,,,1.181,,79114688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1991,595983740,104859990,,,1.2372,,84754912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1992,611269600,89723900,,,1.0425,,86062736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1993,620328000,100450940,,,1.1895,,84450064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1994,635998000,109664360,,,1.1948,,91785464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1995,651920000,98216120,,,1.1151,,88080792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1996,668132000,124374650,,,1.3237,,93961560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1997,684634000,109445120,,,1.2009,,91139008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1998,701408000,115359180,,,1.2278,,93955112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),1999,718424000,113718500,,,1.2713,,89447472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2000,735664000,111144856,,,1.2655,,87827984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2001,753123000,116417720,,,1.2923,,90083200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2002,770857000,119218330,,,1.3154,,90634048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2003,788976000,132691336,,,1.3212999,,100425744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2004,807625000,133573870,,,1.3988,,95488392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2005,826909000,141805860,,,1.3274,,106828168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2006,846870000,149678060,,,1.4454,,103552744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2007,867487000,140600160,,,1.3582,,103516272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2008,888756000,155746020,,,1.4528999,,107197152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2009,910657000,160304830,,,1.5385,,104197024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2010,968892540,168256060,,,1.5134,,111180224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2011,994150500,164864480,,,1.4706999,,112096544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2012,1056420860,173509950,,,1.5728999,,110315536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2013,1084143100,178602740,,,1.5236,,117226528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2014,1122411500,191091040,,,1.5911,,120096800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2015,1151775200,186439100,,,1.6247,,114750552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2016,1181768400,188109550,,,1.5288999,,123033808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2017,1212357400,206708380,,,1.6556,,124850624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2018,1243456300,209349500,,,1.6654999,,125700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Africa (FAO),2019,1286024600,202337340,,,1.6629,,121674600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
