Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
Kenya,KEN,1992,19.112001004000415,5.902000864555914,28.435998664613823,14.513002379579419,32.03699708725043
Kenya,KEN,1994,11.504919532832917,5.236571112107183,32.68908421004187,18.574536307780484,31.994888837237543
Kenya,KEN,1997,12.594687992584666,5.226123139298567,31.657638053235654,17.943454660930943,32.57809615395017
Kenya,KEN,2005,9.051715664185645,3.4772041815103836,25.58736223175283,17.326066207394998,44.55765171515614
Kenya,KEN,2015,9.593159673159164,4.637681438402317,28.92012571599691,19.19712432022193,37.65190885221968
Kenya,KEN,2020,5.944723032212903,3.007805683537743,25.39979251335227,21.219962274597847,44.42771649629924
Kenya,KEN,2021,5.871082013157364,2.79564122460539,23.468613789678184,21.414814301493777,46.44984867106528
Kenya,KEN,2022,6.05191547743776,3.0154521851442304,23.977560093912665,20.075845513361077,46.87922673014427
