Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
Ethiopia,ETH,1995,2.550005591183937,0.9793827332933562,10.495548493765382,12.459594905969523,73.5154682757878
Ethiopia,ETH,1999,1.3633314028093433,0.9444109101335159,11.809791232898732,19.993924663294464,65.88854179086394
Ethiopia,ETH,2004,2.6703776482493353,1.5999671390412225,25.807964421071127,28.59289959837527,41.32879119326305
Ethiopia,ETH,2010,4.184776312591841,2.5971176853333424,28.82822156294178,26.980682729804286,37.40920170932875
Ethiopia,ETH,2015,6.522685230596537,3.6029343663196696,33.80508390291409,23.070251780542172,32.99904471962753
Ethiopia,ETH,2021,3.6598686187572884,2.862119124477872,29.728669215377888,25.113227930448062,38.63611511093889
